make,model,badge,category,displacement_cc,year,power_hp,engine,cooling,gearbox,transmission,dry_weight_kg,seat_height_mm,fuel_capacity_l,wheelbase_mm
Aermacchi,Chimera 175,,Sport,172,1963,,Single cylinder,Air,4-speed,Chain,122,,,
Aermacchi,Chimera 175,,Sport,172,1964,,Single cylinder,Air,4-speed,Chain,122,,,
Aermacchi,Chimera 175,,Sport,172,1965,,Single cylinder,Air,,Chain,122,,,
Aermacchi,Chimera 250,,Sport,246,1961,13.7,Single cylinder,Air,,Chain,125,,,
Aermacchi,Chimera 250,,Sport,246,1962,13.7,Single cylinder,Air,,Chain,125,,,1360
Aermacchi,Chimera 250,,Sport,246,1963,13.7,Single cylinder,Air,,Chain,125,,,1360
Aermacchi,Chimera 250,,Sport,246,1964,13.7,Single cylinder,Air,,Chain,125,,,1360
Aermacchi,Chimera 250,,Sport,246,1965,13.7,Single cylinder,Air,,Chain,125,,,1360
Aermacchi,H-D 250 ALA Azzurra,,Allround,246,1961,13.7,Single cylinder,Air,4-speed,Chain,114,,18,
Aermacchi,H-D 250 ALA Azzurra,,Allround,246,1962,13.7,Single cylinder,Air,4-speed,,114,,18,
Aermacchi,H-D 250 ALA Azzurra,,Allround,246,1963,13.7,Single cylinder,Air,,,114,,18,
Aermacchi,H-D 250 ALA Azzurra,,Allround,246,1964,13.7,Single cylinder,Air,,,114,,,
Aermacchi,H-D 250 ALA Azzurra,,Allround,246,1965,13.7,Single cylinder,Air,,,114,,,
Aermacchi,H-D Wisconsin,,Sport,246,1961,16,Single cylinder,Air,4-speed,Chain,115,,14,
Aermacchi,H-D Wisconsin,,Sport,246,1962,16,Single cylinder,Air,,Chain,115,,14,
Aermacchi,H-D Wisconsin,,Sport,246,1963,16,Single cylinder,Air,,Chain,115,,14,
Aermacchi,H-D Wisconsin,,Sport,246,1964,16,Single cylinder,Air,,Chain,115,,,
Aermacchi,H-D Wisconsin,,Sport,246,1965,16,Single cylinder,Air,,Chain,115,,,
Aermacchi,H-D Wisconsin,,Sport,246,1966,16,Single cylinder,Air,,Chain,115,,,
Aermacchi,H-D Wisconsin,,Sport,246,1967,16,Single cylinder,Air,,Chain,,,,
Aermacchi,HD 125 Zeffiro,,Scooter,123,1955,5,Single cylinder,Air,3-speed,Chain,92,,6.5,
Aermacchi,HD 125 Zeffiro,,Scooter,123,1956,5,Single cylinder,Air,3-speed,Chain,92,,6.5,
Aermacchi,HD 125 Zeffiro,,Scooter,123,1957,5,Single cylinder,Air,3-speed,Chain,92,,6.5,
Aermacchi,HD 125 Zeffiro,,Scooter,123,1958,5,Single cylinder,Air,3-speed,Chain,92,,6.5,
Aermacchi,HD 125 Zeffiro,,Scooter,123,1959,5,Single cylinder,Air,3-speed,,92,,6.5,
Aermacchi,HD 125 Zeffiro,,Scooter,123,1960,5,Single cylinder,Air,,,92,,6.5,
Aermacchi,HD 150 Zeffiro,,Scooter,148,1955,6,Single cylinder,Air,3-speed,Chain,92,,,
Aermacchi,HD 150 Zeffiro,,Scooter,148,1956,6,Single cylinder,Air,3-speed,Chain,92,,,
Aermacchi,HD 150 Zeffiro,,Scooter,148,1957,6,Single cylinder,Air,3-speed,Chain,,,,
Aermacchi,HD 150 Zeffiro,,Scooter,148,1958,,Single cylinder,Air,3-speed,Chain,,,,
Aermacchi,HD 150 Zeffiro,,Scooter,148,1959,,Single cylinder,Air,3-speed,Chain,,,,
Aermacchi,HD 150 Zeffiro,,Scooter,148,1960,,Single cylinder,Air,3-speed,Chain,,,,
Aermacchi,SS 350,,Touring,349,1974,,Single cylinder,Air,5-speed,Chain,,,,
Aermacchi,Z-90,,Classic,90,1974,,Single cylinder,,,,,,,
Agrati,Capri,,Scooter,80,1960,3.8,Single cylinder,,,Chain,75,,,
Agrati,Capri,,Scooter,80,1961,3.8,Single cylinder,,,,75,,,
Agrati,Capri 50,,Scooter,50,1960,1.3,Single cylinder,Air,,Chain,67,,,
Agrati,Capri 50,,Scooter,50,1961,1.3,Single cylinder,Air,,Chain,67,,,
Agrati,Capri 50,,Scooter,50,1962,1.3,Single cylinder,Air,,Chain,67,,,
Agrati,Capri 50,,Scooter,50,1963,1.3,Single cylinder,Air,,Chain,67,,,
Agrati,Capri 50,,Scooter,50,1964,1.3,Single cylinder,Air,,Chain,67,,,
Agrati,Capri 50,,Scooter,50,1965,1.3,Single cylinder,Air,,Chain,,,,
Agrati,Capri 50 S,,Scooter,50,1962,4.3,Single cylinder,Air,,Chain,,,,
Agrati,Capri 50 S,,Scooter,50,1963,4.3,Single cylinder,Air,,Chain,,,,
Agrati,Capri 50 S,,Scooter,50,1964,4.3,Single cylinder,Air,,Chain,,,,
Agrati,Capri 50 S,,Scooter,50,1965,4.3,Single cylinder,Air,,Chain,,,,
Agrati,Capri 50 S,,Scooter,50,1966,4.3,Single cylinder,Air,,Chain,,,,
Agrati,Capri 50 S,,Scooter,50,1967,4.3,Single cylinder,Air,,Chain,,,,
Agrati,Capri 50 S,,Scooter,50,1968,,Single cylinder,Air,,Chain,,,,
Agrati,Capri 50 S,,Scooter,50,1969,,Single cylinder,Air,3-speed,Chain,,,,
Agrati,Capri 70,,Scooter,70,1958,3.8,Single cylinder,,3-speed,Chain,93,,,
Agrati,Capri 70,,Scooter,70,1959,3.8,Single cylinder,,3-speed,Chain,93,,,
Agrati,Capri 70,,Scooter,70,1960,3.8,Single cylinder,,3-speed,Chain,,,,
Agrati,Capri Monaco,,Scooter,94,1962,4.7,Single cylinder,Air,4-speed,Chain,,,,
Agrati,Capri Monaco,,Scooter,94,1963,,Single cylinder,Air,,Chain,,,,
Agrati,Capri Super Brianza,,Scooter,125,1963,6.4,Single cylinder,Air,,,,,,
Agrati,Capri Super Brianza,,Scooter,125,1964,6.4,Single cylinder,Air,,,,,,
Agrati,Capri Super Brianza,,Scooter,125,1965,,Single cylinder,Air,,,,,,
Agrati,Capri Super Brianza 150,,Scooter,150,1965,7.4,Single cylinder,Air,,,,,,
AJP,Galp 50 Enduro,,Enduro / offroad,49,2005,9.5,Single cylinder,Liquid,6-speed,Chain,78,870,7.5,1340
AJP,Galp 50 R,,Sport,49,2005,9.5,Single cylinder,Liquid,6-speed,Chain,78,870,7.5,1340
AJP,Galp 50 Supermotard,,Super motard,49,2005,9.5,Single cylinder,Liquid,6-speed,Chain,78,870,7.5,1340
AJP,PR3 125 Enduro,,Enduro / offroad,124,2015,12.5,Single cylinder,Air,5-speed,Chain,,840,7.5,
AJP,PR3 125 Enduro PRO,,Enduro / offroad,124,2015,12.5,Single cylinder,Air,5-speed,Chain,,840,7.5,
AJP,PR3 125 Supermoto,,Super motard,124,2015,12.6,Single cylinder,Air,5-speed,Chain,102,840,7,1320
AJP,PR3 240 Enduro,,Enduro / offroad,233,2015,20,Single cylinder,Oil & air,5-speed,Chain,,840,7.5,
AJP,PR3 240 Enduro PRO,,Enduro / offroad,233,2015,20,Single cylinder,Oil and air,5-speed,Chain,,840,7.5,1320
AJP,PR3 240 MX PRO,,Cross / motocross,233,2015,20,Single cylinder,Oil & air,5-speed,Chain,,840,7.5,1320
AJP,PR3 240 Supermoto,,Super motard,233,2015,20,Single cylinder,Oil & air,5-speed,Chain,106,840,7,1320
AJP,PR3 Enduro 125,,Enduro / offroad,124,2018,12.5,Single cylinder,Air,5-speed,Chain,,840,7,
AJP,PR3 Enduro 125,,Enduro / offroad,124,2019,12.5,Single cylinder,Air,5-speed,Chain,,840,7,1320
AJP,PR3 Enduro 125,,Enduro / offroad,124,2020,12.5,Single cylinder,Air,5-speed,Chain,,840,7,1360
AJP,PR3 Enduro 125,,Enduro / offroad,124,2021,12.5,Single cylinder,Air,5-speed,Chain,,840,7,1360
AJP,PR3 Enduro 240,,Enduro / offroad,233,2018,20,Single cylinder,Oil & air,5-speed,Chain,,840,7.5,1320
AJP,PR3 Enduro 240,,Enduro / offroad,233,2019,20,Single cylinder,Oil & air,5-speed,Chain,,840,7,1320
AJP,PR3 Enduro 240,,Enduro / offroad,233,2020,20,Single cylinder,Oil & air,5-speed,Chain,,840,7,1360
AJP,PR3 Enduro PRO 125,,Enduro / offroad,124,2018,12.5,Single cylinder,Air,5-speed,Chain,,840,7,1320
AJP,PR3 Enduro PRO 125,,Enduro / offroad,124,2020,12.5,Single cylinder,Air,5-speed,Chain,,840,7,1360
AJP,PR3 Enduro PRO 240,,Enduro / offroad,233,2018,20,Single cylinder,Oil & air,5-speed,Chain,,840,7,1320
AJP,PR3 Enduro PRO 240,,Enduro / offroad,233,2019,20,Single cylinder,Oil & air,5-speed,Chain,,840,7,1320
AJP,PR3 Enduro PRO 240,,Enduro / offroad,233,2020,20,Single cylinder,Oil & air,5-speed,Chain,,840,7,1360
AJP,PR3 MX PRO 240,,Cross / motocross,233,2018,20,Single cylinder,Oil & air,5-speed,Chain,,840,7,1320
AJP,PR3 Supermoto 125,,Super motard,124,2018,12.6,Single cylinder,Air,5-speed,Chain,104,810,7,1320
AJP,PR3 Supermoto 125,,Super motard,125,2020,12.6,Single cylinder,Air,5-speed,Chain,104,840,7,1360
AJP,PR3 Supermoto 240,,Super motard,233,2018,20,Single cylinder,Oil & air,5-speed,Chain,108,810,7,1320
AJP,PR3 Supermoto 240,,Super motard,233,2020,20,Single cylinder,Oil & air,5-speed,Chain,108,840,7,1360
AJP,PR3 Supermoto PRO 125,,Super motard,124,2018,12.6,Single cylinder,Air,5-speed,Chain,104,840,7,1320
AJP,PR3 Supermoto PRO 125,,Super motard,124,2020,12.6,Single cylinder,Air,5-speed,Chain,104,840,7,1360
AJP,PR3 Supermoto PRO 240,,Super motard,233,2018,20,Single cylinder,Oil & air,5-speed,Chain,108,810,7,1320
AJP,PR3 Supermoto PRO 240,,Super motard,233,2020,20,Single cylinder,Oil & air,5-speed,Chain,108,840,7,1320
AJP,PR4 125 Enduro,,Enduro / offroad,124,2006,12.5,Single cylinder,Air,5-speed,Chain,105,910,8,1410
AJP,PR4 125 Enduro,,Enduro / offroad,124,2007,12.4,Single cylinder,Air,5-speed,,105,910,8,1410
AJP,PR4 125 Enduro,,Enduro / offroad,124,2008,12.5,Single cylinder,Air,5-speed,,101,910,,1410
AJP,PR4 125 Enduro,,Enduro / offroad,124,2010,12.5,Single cylinder,Air,5-speed,Chain,105,910,7.5,1410
AJP,PR4 125 Enduro,,Enduro / offroad,124,2015,12.6,Single cylinder,Air,5-speed,Chain,105,920,7,1380
AJP,PR4 125 Enduro PRO,,Enduro / offroad,124,2015,12.6,Single cylinder,Air,5-speed,Chain,,920,7,1380
AJP,PR4 125 Enduro PRO,,Enduro / offroad,124,2019,12.6,Single cylinder,Air,5-speed,Chain,,920,7,1380
AJP,PR4 125 SM,,Super motard,124,2010,12.6,Single cylinder,Air,5-speed,Chain,104,910,7.5,1410
AJP,PR4 125 Supermotard,,Super motard,125,2005,14.8,Single cylinder,Air,5-speed,Chain,99,850,9,1410
AJP,PR4 125 Supermotard,,Super motard,124,2006,12.7,Single cylinder,Air,5-speed,,101,905,8,1410
AJP,PR4 125 Supermotard,,Super motard,124,2007,12.6,Single cylinder,Air,5-speed,,101,905,8,1410
AJP,PR4 125 Supermoto,,Super motard,124,2008,12.5,Single cylinder,Air,5-speed,,101,850,,1410
AJP,PR4 125 Supermoto,,Super motard,124,2015,12.6,Single cylinder,Air,5-speed,Chain,,840,7.5,1389
AJP,PR4 125 Trial,,Trial,125,2005,14.8,Single cylinder,Air,5-speed,Chain,98,910,9,1410
AJP,PR4 200 Enduro,,Enduro / offroad,198,2006,17.7,Single cylinder,Oil & air,5-speed,,105,910,,1410
AJP,PR4 200 Enduro,,Enduro / offroad,198,2007,18,Single cylinder,Oil & air,5-speed,Chain,105,910,8,1410
AJP,PR4 200 Enduro,,Enduro / offroad,198,2008,17.7,Single cylinder,Oil & air,,,105,910,,1410
AJP,PR4 200 Enduro,,Enduro / offroad,198,2010,18,Single cylinder,Oil & air,,,106,910,,1410
AJP,PR4 200 SM,,Super motard,198,2010,18,Single cylinder,Oil & air,5-speed,,106,910,7.5,1410
AJP,PR4 240 Enduro,,Enduro / offroad,233,2015,20,Single cylinder,Oil & air,5-speed,Chain,,920,7.5,1389
AJP,PR4 240 Enduro PRO,,Enduro / offroad,233,2015,20,Single cylinder,Oil & air,5-speed,Chain,,920,7.5,1380
AJP,PR4 240 Extreme,,Enduro / offroad,233,2015,20,Single cylinder,Oil & air,5-speed,Chain,,920,7.5,1380
AJP,PR4 240 Supermoto,,Super motard,233,2015,20,Single cylinder,Oil & air,5-speed,Chain,115,870,7,1380
AJP,PR4 Enduro,,Enduro / offroad,124,2003,12.6,Single cylinder,,,,99,910,9,1410
AJP,PR4 Enduro PRO 125,,Enduro / offroad,124,2018,12.6,Single cylinder,Air,5-speed,Chain,,920,7,1380
AJP,PR4 Enduro PRO 125,,Enduro / offroad,124,2020,12.6,Single cylinder,Air,5-speed,Chain,,920,7,1360
AJP,PR4 Enduro PRO 240,,Enduro / offroad,233,2018,20,Single cylinder,Oil & air,5-speed,Chain,,920,7.5,1380
AJP,PR4 Enduro PRO 240,,Enduro / offroad,233,2020,20,Single cylinder,Oil & air,5-speed,Chain,,920,7.5,1360
AJP,PR4 Extreme 240,,Enduro / offroad,233,2018,20,Single cylinder,Oil & air,5-speed,Chain,,920,7,1380
AJP,PR4 Extreme 240,,Enduro / offroad,233,2020,20,Single cylinder,Oil & air,5-speed,Chain,,920,7,1360
AJP,PR4 Supermoto,,Super motard,124,2003,12.6,Single cylinder,,,,99,850,9,1410
AJP,PR4 Supermoto PRO 125,,Super motard,124,2018,12.6,Single cylinder,Air,5-speed,Chain,,870,7,1380
AJP,PR4 Supermoto PRO 125,,Super motard,124,2020,12.6,Single cylinder,Air,5-speed,Chain,,870,7,1360
AJP,PR4 Supermoto PRO 240,,Super motard,233,2018,20,Single cylinder,Oil & air,5-speed,Chain,115,870,7,1380
AJP,PR4 Supermoto PRO 240,,Super motard,233,2020,20,Single cylinder,Oil & air,5-speed,Chain,115,870,7,1360
AJP,PR4 Ultrapassar 240,,Enduro / offroad,233,2018,20,Single cylinder,Oil & air,5-speed,Chain,,920,7,1380
AJP,PR5 250 Enduro,,Enduro / offroad,249,2015,27.5,Single cylinder,Oil & air,6-speed,Chain,,940,7.5,1460
AJP,PR5 250 Enduro,,Enduro / offroad,249,2019,27.5,Single cylinder,Oil & air,6-speed,Chain,,940,7.5,1460
AJP,PR5 250 Enduro,,Enduro / offroad,249,2020,27.5,Single cylinder,Oil & air,6-speed,Chain,,940,7.5,1465
AJP,PR5 250 Extrem,,Enduro / offroad,249,2015,27.5,Single cylinder,Oil & air,6-speed,Chain,,940,7.5,1460
AJP,PR5 250 Extrem,,Enduro / offroad,249,2019,27.5,Single cylinder,Oil & air,6-speed,Chain,,940,7.5,1460
AJP,PR5 250 Extrem,,Enduro / offroad,249,2020,27.5,Single cylinder,Oil & air,6-speed,Chain,,940,7.5,1465
AJP,PR5 250 Supermoto,,Super motard,249,2015,27.5,Single cylinder,Liquid,6-speed,Chain,,940,7.5,1460
AJP,PR5 Enduro 250,,Enduro / offroad,249,2018,27.5,Single cylinder,Oil & air,6-speed,Chain,,940,7,1460
AJP,PR5 Extreme 250,,Enduro / offroad,249,2018,27.5,Single cylinder,Oil & air,6-speed,Chain,,940,7,1460
AJP,PR5 Supermoto 250,,Super motard,249,2018,27.5,Single cylinder,Liquid,6-speed,Chain,,890,7,1460
AJP,PR5 Supermoto 250,,Super motard,249,2019,27.5,Single cylinder,Liquid,6-speed,Chain,,890,7.5,1460
AJP,PR5 Supermoto 250,,Super motard,249,2020,27.5,Single cylinder,Liquid,6-speed,Chain,,890,7.5,1465
AJP,PR7,,Prototype / concept model,659,2015,48,Single cylinder,Liquid,5-speed,Chain,155,920,17,1532
AJP,PR7,,Sport,600,2021,,Single cylinder,Liquid,5-speed,Chain,,920,17,1540
AJP,PR7 Adventure 650,,Enduro / offroad,659,2018,48,Single cylinder,Liquid,6-speed,Chain,155,920,17,1540
AJP,PR7 Adventure 650,,Enduro / offroad,659,2019,48,Single cylinder,Liquid,6-speed,Chain,155,920,17,1540
AJP,PR7 Adventure 650,,Enduro / offroad,600,2020,48,Single cylinder,Liquid,6-speed,Chain,155,920,17,1540
AJP,SPR 250,,Enduro / offroad,249,2021,,Single cylinder,Liquid,6-speed,Chain,,960,9.5,1450
AJP,SPR 250,,Enduro / offroad,249,2022,,Single cylinder,Liquid,6-speed,Chain,,960,9.5,1450
AJP,SPR 310R,,Enduro / offroad,297,2021,,Single cylinder,Oil & air,6-speed,Chain,,960,9.5,1450
AJP,SPR 510R,,Enduro / offroad,501,2021,38,Single cylinder,Oil & air,6-speed,Chain,119,960,9.5,1450
AJS,125 ECO Commuter,,Allround,124,2010,10.1,Single cylinder,Air,5-speed,Chain,114,760,,1080
AJS,125 ECO Commuter,,Allround,124,2011,10.1,Single cylinder,Air,5-speed,Chain,114,760,10,1080
AJS,16M,,Allround,348,1954,16,Single cylinder,Air,,Chain,173,810,,1400
AJS,71 Desert Scrambler 125,,Allround,124,2021,9.8,Single cylinder,Air,5-speed,Chain,,760,13.5,1340
AJS,71 Desert Scrambler 125,,Allround,124,2022,9.8,Single cylinder,Air,5-speed,Chain,,760,13.5,1340
AJS,A9 Flight 125,,Scooter,124,2015,7.4,Single cylinder,Air,Automatic,Belt,107,820,4.7,1382
AJS,Bobber 125,,Custom / cruiser,124,2011,11,Twin,Liquid,5-speed,Chain,161,640,8,1670
AJS,Bobber 125,,Custom / cruiser,124,2015,11,Twin,Liquid,5-speed,Chain,161,640,8,1670
AJS,Bobber 125,,Custom / cruiser,124,2016,11,Twin,Liquid,5-speed,Chain,161,640,8,1670
AJS,Cadwell 125,,Sport,124,2018,9.9,Single cylinder,Air,5-speed,Chain,113,740,11.2,1330
AJS,Cadwell 125,,Sport,124,2020,9.9,Single cylinder,Air,5-speed,Chain,113,740,11.2,1330
AJS,Cadwell 125,,Sport,124,2022,9.9,Single cylinder,Air,5-speed,Chain,113,740,11.2,1330
AJS,Cadwell Clubman 125,,Classic,124,2018,9.9,Single cylinder,Air,5-speed,Chain,113,740,11.2,1330
AJS,Cadwell Clubman 125,,Allround,124,2020,9.9,Single cylinder,Air,5-speed,Chain,113,740,11.2,1330
AJS,CR3-125,,Sport,124,2008,11,Single cylinder,Air,5-speed,Chain,115,787,,1320
AJS,Crazy Naked 50,,Scooter,40,2011,3.5,Single cylinder,Air,Automatic,Belt,90,775,5,1290
AJS,CSR NKT1 125,,Sport,124,2009,11.4,Twin,Liquid,5-speed,Chain,153,787,18,1320
AJS,Daytona 125,,Custom / cruiser,124,2011,11,Twin,Liquid,5-speed,Chain,180,640,13.5,1650
AJS,Daytona 125,,Custom / cruiser,124,2015,11,Twin,Liquid,5-speed,Chain,180,640,13.5,1650
AJS,Daytona 125,,Custom / cruiser,124,2016,11,Twin,Liquid,5-speed,Chain,180,640,13.5,1650
AJS,DD 125E MK3,,Custom / cruiser,124,2015,11,Twin,Liquid,5-speed,Chain,145,700,14,1500
AJS,DD 125E-8,,Custom / cruiser,124,2016,11,Twin,Liquid,5-speed,Chain,160,700,14,1570
AJS,DD125E MK2,,Custom / cruiser,124,2011,11,Twin,Liquid,5-speed,Chain,145,700,14,1500
AJS,DD50E-2,,Custom / cruiser,49,2011,,Single cylinder,Air,4-speed,Chain,87,650,6,1400
AJS,Digita 50,,Scooter,49,2014,2,Single cylinder,Air,Automatic,Belt,78,735,5.5,1220
AJS,Digita 50,,Scooter,49,2015,2,Single cylinder,Air,Automatic,Belt,78,735,5.5,1220
AJS,Digita 50,,Scooter,49,2020,2,Single cylinder,Air,Automatic,Belt,78,740,5.5,1220
AJS,ECO-125,,Allround,124,2008,10.1,Single cylinder,Air,5-speed,Chain,114,760,,
AJS,ECO-125,,Allround,124,2009,10.1,Single cylinder,Air,5-speed,Chain,114,760,,1080
AJS,ECO-2 125,,Allround,124,2015,10.1,Single cylinder,,5-speed,Chain,114,760,10,1400
AJS,ECO-3,,Allround,124,2016,10.1,Single cylinder,Air,5-speed,Chain,110,760,10,1275
AJS,EOS 125,,Custom / cruiser,124,2016,10.7,Twin,Liquid,5-speed,Chain,180,640,13.5,1850
AJS,EOS 125 MK2,,Custom / cruiser,124,2011,11,Twin,Liquid,5-speed,Chain,180,640,14,1860
AJS,EOS 125 MK2,,Custom / cruiser,124,2015,11,Twin,Liquid,5-speed,Chain,180,640,14,1860
AJS,EOS 350,,Custom / cruiser,320,2015,23,Twin,Liquid,5-speed,Chain,191,640,14,1860
AJS,Exactly 125,,Scooter,124,2010,6.2,Single cylinder,Air,Automatic,Belt,89,775,4.7,1290
AJS,Exactly 125,,Scooter,124,2011,6.2,Single cylinder,Air,Automatic,Belt,89,775,4.7,1290
AJS,Exactly 50,,Scooter,40,2009,2.5,Single cylinder,Air,Automatic,Belt,87,775,4.7,1290
AJS,Exactly 50,,Scooter,40,2010,2.5,Single cylinder,Air,Automatic,,87,775,4.7,1290
AJS,Exactly 50,,Scooter,40,2011,2.5,Single cylinder,Air,Automatic,Belt,87,775,4.7,1290
AJS,Firefox 50,,Scooter,49,2012,3,Single cylinder,Air,Automatic,Belt,85,825,4.7,1320
AJS,Firefox 50,,Scooter,49,2015,3,Single cylinder,Air,Automatic,Belt,85,735,4.7,1320
AJS,Firefox 50,,Scooter,49,2020,3,Single cylinder,Air,Automatic,Belt,,825,6.3,1285
AJS,G6 Bigport,,Sport,349,1922,,Single cylinder,,3-speed,Chain,,,,
AJS,G6 Bigport,,Sport,349,1923,,Single cylinder,,3-speed,Chain,,,,
AJS,G6 Bigport,,Sport,349,1924,,Single cylinder,,3-speed,Chain,,,,
AJS,G6 Bigport,,Sport,349,1925,,Single cylinder,,3-speed,Chain,,,,
AJS,G6 Bigport,,Sport,349,1926,,Single cylinder,,3-speed,Chain,,,,
AJS,G6 Bigport,,Sport,349,1927,,Single cylinder,,3-speed,Chain,,,,
AJS,G6 Bigport,,Sport,349,1928,,Single cylinder,,,Chain,,,,
AJS,Highway Star 125,,Allround,124,2020,11.3,Single cylinder,Air,5-speed,Chain,164,710,19,1460
AJS,Insetto 125,,Scooter,125,2018,8.6,Single cylinder,Air,5-speed,Chain,115,789,7.2,1400
AJS,Insetto 125,,Scooter,125,2020,8.6,Single cylinder,Air,5-speed,Chain,115,789,7.2,1400
AJS,Insetto 125,,Scooter,125,2022,8.6,Single cylinder,Air,Automatic,Belt,115,789,7.2,1400
AJS,Isaba 125,,Allround,124,2020,10.7,Single cylinder,Air,5-speed,Chain,136,760,13,1360
AJS,JSM 50,,Super motard,49,2016,4.7,Single cylinder,Liquid,5-speed,Chain,105,820,8.5,1400
AJS,JSM 50 Motard,,Super motard,49,2012,4.7,Single cylinder,Liquid,6-speed,Chain,105,820,8.5,1400
AJS,JSM Motard,,Super motard,49,2015,4.7,Single cylinder,Liquid,5-speed,Chain,105,820,8.5,1400
AJS,JSM Motard 125,,Super motard,124,2010,11,Single cylinder,,5-speed,Chain,115,760,8.5,1400
AJS,JSM Motard 125,,Super motard,124,2011,10.1,Single cylinder,Air,5-speed,Chain,115,760,8.5,1400
AJS,JSM Trail 125,,Trial,124,2010,11,Single cylinder,,5-speed,,115,760,8.5,1400
AJS,JSM Trail 125,,Trial,124,2011,10.1,Single cylinder,,5-speed,Chain,115,760,8.5,1400
AJS,Model 14 250,,Sport,248,1960,17,Single cylinder,Air,4-speed,Chain,149,760,12.5,1345
AJS,Model 14 250,,Sport,248,1961,17,Single cylinder,Air,4-speed,Chain,149,760,12.5,1345
AJS,Model 14 250,,Sport,248,1962,17,Single cylinder,Air,,Chain,149,760,12.5,1345
AJS,Model 14 250,,Sport,248,1963,17,Single cylinder,Air,,Chain,149,,12.5,1345
AJS,Model 14 250,,Sport,248,1964,17,Single cylinder,Air,,Chain,149,,12.5,1345
AJS,Model 14 250,,Sport,248,1965,17,Single cylinder,Air,,Chain,149,,12.5,
AJS,Model 16 350 Spectre,,Allround,348,1955,,Single cylinder,Air,4-speed,Chain,171,,17,
AJS,Model 16 350 Spectre,,Allround,348,1956,,Single cylinder,Air,4-speed,Chain,171,,17,
AJS,Model 16 350 Spectre,,Allround,348,1957,,Single cylinder,Air,4-speed,Chain,171,,17,
AJS,Model 16 350 Spectre,,Allround,348,1958,,Single cylinder,Air,4-speed,Chain,171,,17,
AJS,Model 16 350 Spectre,,Allround,348,1959,,Single cylinder,Air,4-speed,Chain,171,,17,
AJS,Model 16 350 Spectre,,Allround,348,1960,,Single cylinder,Air,4-speed,Chain,171,,17,
AJS,Model 16 350 Spectre,,Allround,348,1961,,Single cylinder,Air,4-speed,Chain,171,,17,
AJS,Model 16 350 Spectre,,Allround,348,1962,,Single cylinder,Air,4-speed,Chain,171,,17,
AJS,Model 16 350 Spectre,,Allround,348,1963,,Single cylinder,Air,4-speed,Chain,171,,,
AJS,Model 16 350 Spectre,,Allround,348,1964,,Single cylinder,Air,4-speed,Chain,171,,,
AJS,Model 16 350 Spectre,,Allround,348,1965,,Single cylinder,Air,,Chain,171,,,
AJS,Model 16 350MS,,Allround,347,1949,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1950,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1951,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1952,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1953,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1954,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1955,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1956,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1957,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1958,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1959,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1960,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1961,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1962,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1963,18,Single cylinder,Air,4-speed,Chain,170,,13.5,1422
AJS,Model 16 350MS,,Allround,347,1964,18,Single cylinder,Air,4-speed,Chain,170,,,1422
AJS,Model 16 350MS,,Allround,347,1965,18,Single cylinder,Air,4-speed,Chain,170,,,1422
AJS,Model 16 350MS,,Allround,347,1966,18,Single cylinder,Air,4-speed,Chain,170,,,1422
AJS,Model 16 350MS,,Allround,347,1967,18,Single cylinder,Air,,Chain,170,,,1422
AJS,Model 18 500 Statesman,,Allround,498,1960,,Single cylinder,Air,4-speed,Chain,172,,16,1397
AJS,Model 18 500 Statesman,,Allround,498,1961,,Single cylinder,Air,,Chain,172,,16,1397
AJS,Model 18 500 Statesman,,Allround,498,1962,,Single cylinder,Air,,Chain,172,,16,1397
AJS,Model 18 500 Statesman,,Allround,498,1963,28,Single cylinder,Air,,Chain,172,,16,1397
AJS,Model 18 500 Statesman,,Allround,498,1964,28,Single cylinder,Air,,Chain,172,,,1397
AJS,Model 18 500 Statesman,,Allround,498,1965,28,Single cylinder,Air,,Chain,172,,,1397
